Company,Model,Variant,Price,Body_Type,Displacement(cc),Cylinders,Fuel_System,Fuel_Tank_Capacity(liters),Fuel_Type,City_Mileage(km/lit),Seating_Capacity,Basic_Warranty,Child_Safety_Locks,Number_of_Airbags,Parking_Assistance,Navigation_System
Tata,Nano Genx,Xt,292667,Hatchback,624,2,Injection,24,Petrol,23.6,4.0,2.0,Yes,2.0,No Sensors,No
Tata,Nano Genx,Xe,236447,Hatchback,624,2,Injection,24,Petrol,23.6,4.0,2.0,Yes,2.0,No Sensors,No
Tata,Nano Genx,Emax Xm,296661,Hatchback,624,2,Injection,15,CNG,15.5,4.0,2.0,Yes,2.0,No Sensors,No
Tata,Nano Genx,Xta,334768,Hatchback,624,2,Injection,24,Petrol,23.6,4.0,2.0,Yes,2.0,No Sensors,No
Tata,Nano Genx,Xm,272223,Hatchback,624,2,Injection,24,Petrol,23.6,4.0,2.0,Yes,2.0,No Sensors,No
Tata,Nano Genx,Xma,314815,Hatchback,624,2,Injection,24,Petrol,23.6,4.0,2.0,Yes,2.0,No Sensors,No
Datsun,Redi-Go,D,279650,Hatchback,799,3,Injection,28,Petrol,21.38,5.0,2.0,Yes,2.0,No Sensors,No
Datsun,Redi-Go,T,351832,Hatchback,799,3,Injection,28,Petrol,21.38,5.0,2.0,Yes,2.0,No Sensors,No
Datsun,Redi-Go,A,333419,Hatchback,799,3,Injection,28,Petrol,21.38,5.0,2.0,Yes,2.0,No Sensors,No
Datsun,Redi-Go,S,362000,Hatchback,799,3,Injection,28,Petrol,21.38,5.0,2.0,Yes,2.0,Rear sensors,No
Datsun,Redi-Go,1.0 S,390000,Hatchback,999,3,Injection,28,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Datsun,Redi-Go,1.0 S Amt,437065,Hatchback,999,3,Injection,28,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Renault,Kwid,Rxe 0.8,353290,Hatchback,799,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,No Sensors,No
Renault,Kwid,Std 0.8,283290,Hatchback,799,3,Injection,28,Petrol,25.17,5.0,2.0,No,1.0,No Sensors,No
Renault,Kwid,Rxl 0.8,383290,Hatchback,799,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,No Sensors,No
Renault,Kwid,Rxt 0.8,413290,Hatchback,799,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,No Sensors,Yes
Renault,Kwid,Rxt 1.0,433290,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,Rear sensors with camera,No
Renault,Kwid,Climber 1.0 Mt,454490,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,Rear sensors with camera,No
Renault,Kwid,Rxt Amt 1.0,463290,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,Rear sensors with camera,Yes
Renault,Kwid,Climber Amt 1.0,484490,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,1.0,Rear sensors with camera,Yes
Renault,Kwid,Rxt (O) 1.0,440990,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Renault,Kwid,Rxt (O) Amt 1.0,470990,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Renault,Kwid,Climber (O) Mt 1.0,462190,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Renault,Kwid,Climber (O) Amt 1.0,492190,Hatchback,999,3,Injection,28,Petrol,25.17,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Eeco,5 Str,352136,MPV,1196,4,Injection,40,Petrol,12.0,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Eeco,7 Str,380573,MPV,1196,4,Injection,40,Petrol,12.0,7.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,MPV,1196,4,Injection,40,Petrol,11.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,MPV,1196,4,Injection,40,CNG,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,MPV,1196,4,Injection,40,CNG,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Alto K10,Lxi,377588,Hatchback,998,3,Injection,35,Petrol,14.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Alto K10,Vxi,394036,Hatchback,998,3,Injection,35,Petrol,14.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Alto K10,Lx,360843,Hatchback,998,3,Injection,35,Petrol,19.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Alto K10,Vxi (O),407238,Hatchback,998,3,Injection,35,Petrol,14.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,Hatchback,998,3,Injection,35,CNG,15.5,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,Hatchback,998,3,Injection,35,Petrol,14.0,5.0,2.0,Yes,1.0,No Sensors,No
Datsun,Go,D,374990,Hatchback,1198,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Datsun,Go,T,468229,Hatchback,1198,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,Yes
Datsun,Go,T (O),502492,Hatchback,1198,3,Injection,35,Petrol,20.6,5.0,2.0,Yes,2.0,Rear sensors,Yes
Datsun,Go,A (O),499990,Hatchback,1198,3,Injection,35,Petrol,20.6,5.0,2.0,Yes,2.0,Rear sensors,No
Datsun,Go,A,469990,Hatchback,1198,3,Injection,35,Petrol,20.6,5.0,2.0,Yes,2.0,Rear sensors,No
Datsun,Go,T Vdc,528464,Hatchback,1198,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,Yes
Datsun,Go,T (O) Vdc,553015,Hatchback,1198,3,Injection,35,Petrol,20.6,5.0,2.0,Yes,2.0,Rear sensors,Yes
Datsun,Go,T Cvt,594464,Hatchback,1198,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,Yes
Datsun,Go,T (O) Cvt,618015,Hatchback,1198,3,Injection,35,Petrol,20.6,5.0,2.0,Yes,2.0,Rear sensors,Yes
Maruti Suzuki,Celerio Tour,H2,422444,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Celerio Tour,H2 Cng,480670,Hatchback,998,3,Injection,60,CNG,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Santro,Era Mt,429990,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,1.0,No Sensors,No
Hyundai,Santro,Magna Mt,503990,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,1.0,No Sensors,No
Hyundai,Santro,Magna Mt Cng,547990,Hatchback,1086,4,Injection,35,CNG,15.5,5.0,2.0,Yes,1.0,No Sensors,No
Hyundai,Santro,Magna Amt,530990,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,1.0,No Sensors,No
Hyundai,Santro,Sportz Mt,512990,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,1.0,No Sensors,Yes
Hyundai,Santro,Sportz Mt Cng,578990,Hatchback,1086,4,Injection,60,CNG,15.5,5.0,2.0,Yes,1.0,No Sensors,Yes
Hyundai,Santro,Sportz Amt,570990,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,1.0,No Sensors,Yes
Hyundai,Santro,Asta Mt,556490,Hatchback,1086,4,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Tiago,Revotron Xe,460000,Hatchback,1199,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Tiago,Revotron Xt,520000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Tata,Tiago,Revotron Xz,570000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Tata,Tiago,Revotron Xz Plus,599000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Tata,Tiago,Revotron Xz Plus Dual Tone,610000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Tata,Tiago,Revotron Xza,620000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Tiago,Revotron Xza Plus,649000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Tiago,Revotron Xza Plus Dual Tone,660000,Hatchback,1199,3,Injection,35,Petrol,23.84,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Celerio X,Vxi (O),481074,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Celerio X,Vxi,475198,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Celerio X,Vxi Amt,518198,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Celerio X,Vxi Amt (O),524074,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Celerio X,Zxi,499734,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Celerio X,Zxi (O),540350,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Celerio X,Zxi Amt,542735,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,1.0,No Sensors,No
Maruti Suzuki,Celerio X,Zxi Amt (O),552350,Hatchback,998,3,Injection,35,Petrol,23.0,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors,Yes
Maruti Suzuki,Ignis,Zeta 1.2 Amt,630320,Hatchback,1197,4,Injection,32,Petrol,15.1,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ignis,Zeta 1.2 Mt,583320,Hatchback,1197,4,Injection,32,Petrol,20.89,5.0,2.0,Yes,2.0,Rear sensors,No
Renault,Triber,Rxe,495000,MUV,999,3,Injection,40,Petrol,15.5,7.0,2.0,Yes,2.0,Rear sensors,No
Renault,Triber,Rxl,559000,MUV,999,3,Injection,40,Petrol,15.5,7.0,2.0,Yes,2.0,Rear sensors,No
Renault,Triber,Rxt,609000,MUV,999,3,Injection,40,Petrol,15.5,7.0,2.0,Yes,2.0,Rear sensors,No
Renault,Triber,Rxz,663000,MUV,999,3,Injection,40,Petrol,15.5,7.0,2.0,Yes,4.0,Rear sensors with camera,No
Premier,Rio,Gx,506000,SUV,1173,4,Injection,46,Petrol,13.0,5.0,2.0,Yes,2.0,No Sensors,No
Premier,Rio,Ex,568623,SUV,1489,4,Injection,46,Diesel,12.0,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Premier,Rio,Glx,670000,SUV,1173,4,Injection,46,Petrol,13.0,5.0,2.0,Yes,2.0,No Sensors,No
Premier,Rio,Dx,603000,SUV,1489,4,Injection,46,Diesel,12.0,5.0,2.0,Yes,2.0,No Sensors,No
Premier,Rio,Lx,739000,SUV,1489,4,Injection,46,Diesel,12.0,5.0,2.0,Yes,2.0,No Sensors,No
Premier,Rio,Crdi4,739000,SUV,1248,4,Injection,46,Diesel,20.0,5.0,2.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,G,520300,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,V,581000,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Gd,647800,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Vx,630000,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,Rear sensors,No
Toyota,Etios Liva,Vxd,745000,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,Rear sensors,No
Toyota,Etios Liva,Vd,704000,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Dual Tone V,597700,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Dual Tone Vd,720700,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Dual Tone Vx,641700,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,Rear sensors,No
Toyota,Etios Liva,Dual Tone Vxd,756700,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,Rear sensors,No
Toyota,Etios Liva,Gx,558400,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Gxd,686000,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,No Sensors,No
Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,Hatchback,1197,4,Injection,45,Petrol,15.1,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,Hatchback,1364,4,Injection,45,Diesel,20.3,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Nissan,Micra Active,Xl,525021,Hatchback,1198,3,Injection,41,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Nissan,Micra Active,Xv,599950,Hatchback,1198,3,Injection,41,Petrol,19.49,5.0,2.0,Yes,2.0,Rear sensors,No
Nissan,Micra Active,Xl (O),563133,Hatchback,1198,3,Injection,41,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Bolt,Xt Diesel,787980,Hatchback,1248,4,Injection,44,Diesel,22.95,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xe Diesel,661111,Hatchback,1248,4,Injection,44,Diesel,22.95,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xm Diesel,693798,Hatchback,1248,4,Injection,44,Diesel,22.95,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xms Diesel,719661,Hatchback,1248,4,Injection,44,Diesel,22.95,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xt Petrol,674960,Hatchback,1193,4,Injection,44,Petrol,17.57,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xe Petrol,529035,Hatchback,1193,4,Injection,44,Petrol,17.57,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xm Petrol,590268,Hatchback,1193,4,Injection,44,Petrol,17.57,5.0,2.0,Yes,2.0,No Sensors,No
Tata,Bolt,Xms Petrol,614515,Hatchback,1193,4,Injection,44,Petrol,17.57,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,Cng T + (Cng +,556130,Sedan,1197,4,Injection,43,CNG + Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,T,536859,Sedan,1197,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,T+,556130,Sedan,1197,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,Cng T (Cng +,536859,Sedan,1197,4,Injection,43,CNG + Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,T+ Crdi,639616,Sedan,1197,4,Injection,43,Diesel,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Xcent Prime,T Crdi,620297,Sedan,1197,4,Injection,43,Diesel,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire Tour,Ldi,653523,Sedan,1248,4,Injection,42,Diesel,14.6,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire Tour,Lxi,553423,Sedan,1197,4,Injection,42,Petrol,16.3,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire Tour,Lxi Cng,598940,Sedan,1197,4,Injection,42,CNG,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Elite I20,Era 1.2,559693,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Elite I20,Era 1.4 Crdi,697803,Hatchback,1396,4,Injection,45,Diesel,18.4,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Elite I20,Magna Plus,634950,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Elite I20,Magna Plus Crdi,770803,Hatchback,1396,4,Injection,45,Diesel,18.4,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Elite I20,Sportz Plus,721693,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,Hatchback,1396,4,Injection,45,Diesel,18.4,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Elite I20,Asta (O) 1.2,808993,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Elite I20,Asta (O) Crdi,934003,Hatchback,1396,4,Injection,45,Diesel,18.4,5.0,2.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Elite I20,Asta (O) Cvt,920993,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,No,2.0,Rear sensors with camera,No
Hyundai,Elite I20,Sportz Plus Dual Tone,751693,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Elite I20,Sportz Plus Cvt,831693,Hatchback,1197,4,Injection,45,Petrol,13.3,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Elite I20,Sportz Plus Crdi,846103,Hatchback,1396,4,Injection,45,Diesel,18.4,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,E 1.2 Petrol,579900,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,S 1.2 Petrol,655900,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,S 1.2 Amt Petrol,705800,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,Sx 1.2 Petrol,729900,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,804800,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,Sx (O) 1.2 Petrol,785900,Sedan,1197,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,728900,Sedan,1197,4,Injection,37,CNG + Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,Sx Plus 1.0 Petrol,854900,Sedan,998,4,Injection,37,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,S 1.2 Diesel,773800,Sedan,1186,4,Injection,37,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,S 1.2 Amt Diesel,823700,Sedan,1186,4,Injection,37,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,922700,Sedan,1186,4,Injection,37,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Aura,Sx (O) 1.2 Diesel,903800,Sedan,1186,4,Injection,37,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Volkswagen,Polo,Trendline 1.0L (P),582000,Hatchback,999,3,Injection,45,Petrol,14.0,5.0,2.0,Yes,2.0,No Sensors,No
Volkswagen,Polo,Comfortline 1.0 (P),676500,Hatchback,999,3,Injection,45,Petrol,14.0,5.0,2.0,Yes,2.0,No Sensors,Yes
Volkswagen,Polo,Highline Plus 1.0 (P),776500,Hatchback,999,3,Injection,45,Petrol,14.0,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Volkswagen,Polo,Trendline 1.5L (D),734500,Hatchback,1498,4,Injection,45,Diesel,19.0,5.0,2.0,Yes,2.0,No Sensors,No
Volkswagen,Polo,Comfortline 1.5 (D),851500,Hatchback,1498,4,Injection,45,Diesel,19.0,5.0,2.0,Yes,2.0,No Sensors,Yes
Volkswagen,Polo,Highline Plus 1.5 (D),931500,Hatchback,1498,4,Injection,45,Diesel,19.0,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Volkswagen,Polo,Gt Tsi,976000,Hatchback,1197,4,Injection,45,Petrol,17.0,5.0,2.0,Yes,2.0,Rear sensors,No
Volkswagen,Polo,Gt Tdi,988500,Hatchback,1498,4,Injection,45,Diesel,19.0,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Lxi,582613,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Vxi,673112,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Ldi,666622,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Zxi,732113,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Vdi,757622,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Vxi Amt,720112,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Zdi Amt,863122,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Zdi,816622,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Zxi Plus,821613,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Zxi At,779113,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Zxi Plus Amt,868613,Sedan,1197,4,Injection,37,Petrol,16.3,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Dzire,Zdi Plus,906122,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Maruti Suzuki,Dzire,Vdi Amt,804622,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Dzire,Zdi Plus Amt,952622,Sedan,1248,4,Injection,37,Diesel,28.4,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Ford,Freestyle,1.5L Tdci Ambiente,676400,Crossover,1498,4,Injection,40,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Ford,Freestyle,1.5L Tdci Titanium,790900,Hatchback,1498,4,Injection,40,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Ford,Freestyle,1.5L Tdci Titanium Plus,836400,Hatchback,1498,4,Injection,40,Diesel,15.5,5.0,2.0,Yes,6.0,Rear sensors with camera,No
Ford,Freestyle,1.2L Ti-Vct Ambiente,591400,Hatchback,1194,3,Injection,42,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Ford,Freestyle,1.2L Ti-Vct Titanium,721400,Hatchback,1194,3,Injection,42,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Ford,Freestyle,1.2L Ti-Vct Titanium Plus,756400,Hatchback,1194,3,Injection,42,Petrol,15.5,5.0,2.0,Yes,6.0,Rear sensors with camera,No
Ford,Freestyle,1.2L Ti-Vct Trend Plus,681400,Crossover,1194,3,Injection,42,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Ford,Freestyle,1.5L Tdci Trend Plus,745900,Crossover,1498,3,Injection,42,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Volkswagen,Ameo,Trendline 1.5L Tdi,711500,Sedan,1498,4,Injection,45,Diesel,15.3,5.0,2.0,Yes,2.0,Rear sensors,Yes
Volkswagen,Ameo,Comfortline 1.5L Tdi,810500,Sedan,1498,4,Injection,45,Diesel,15.3,5.0,2.0,Yes,2.0,Rear sensors,Yes
Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,999900,Sedan,1498,4,Injection,45,Diesel,15.3,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Volkswagen,Ameo,Highline Plus 1.5L Tdi,925500,Sedan,1498,4,Injection,45,Diesel,15.3,5.0,2.0,Yes,2.0,Rear sensors,Yes
Volkswagen,Ameo,Trendline 1.0L,594000,Sedan,999,3,Injection,45,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Volkswagen,Ameo,Comfortline 1.0L,665000,Sedan,999,3,Injection,45,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Volkswagen,Ameo,Highline Plus 1.0L,799900,Sedan,999,3,Injection,45,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Volkswagen,Ameo,Gt Line Tdi Dsg,999900,Sedan,1498,4,Injection,45,Diesel,15.3,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Ford,Aspire,1.2 Ti-Vct Ambiente,598500,Sedan,1194,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,2.0,No Sensors,No
Ford,Aspire,1.2 Ti-Vct Trend Plus,697400,Sedan,1194,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
