Company,Model,Variant,Price,Body_Type,Displacement(cc),Cylinders,Fuel_System,Fuel_Tank_Capacity(liters),Fuel_Type,City_Mileage(km/lit),Seating_Capacity,Basic_Warranty,Child_Safety_Locks,Number_of_Airbags,Parking_Assistance,Navigation_System
Nissan,Micra,Xv Cvt,781686,Hatchback,1198,3,Injection,41,Petrol,15.5,5.0,2.0,No,2.0,Rear sensors with camera,No
Nissan,Micra,Xld (O),743504,Hatchback,1461,4,Injection,41,Diesel,15.5,5.0,2.0,No,2.0,Rear sensors,No
Nissan,Micra,Xvd,812964,Hatchback,1461,4,Injection,41,Diesel,19.5,5.0,2.0,No,2.0,Rear sensors,No
Mahindra,Bolero,Zlx,942263,SUV,2523,4,Injection,60,Diesel,9.4,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Bolero,Slx,917055,SUV,2523,4,Injection,60,Diesel,12.3,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Bolero,Sle,860720,SUV,2523,4,Injection,60,Diesel,12.3,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Bolero,Ex,815883,SUV,2523,4,Injection,60,Diesel,9.4,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Bolero,Ex Non Ac,773678,SUV,2523,4,Injection,60,Diesel,9.4,7.0,2.0,Yes,2.0,No Sensors,No
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,Sedan,1248,4,Injection,43,Diesel,28.09,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689,Sedan,1248,4,Injection,43,Diesel,28.09,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,Sedan,1248,4,Injection,43,Diesel,28.09,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,Sedan,1248,4,Injection,43,Diesel,28.09,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,Sedan,1462,4,Injection,43,Petrol,21.56,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,Sedan,1462,4,Injection,43,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ciaz,1.5L Alpha,1138189,Sedan,1498,4,Injection,43,Diesel,26.82,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Maruti Suzuki,Ciaz,1.5L Delta,997689,Sedan,1498,4,Injection,43,Diesel,26032.0,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Ciaz,1.5L Zeta,1109189,Sedan,1498,4,Injection,43,Diesel,26.32,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Skoda,Rapid,1.6 Mpi Ambition,998599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.5 Tdi Cr Active,1006139,Sedan,1498,4,Injection,55,Diesel,14.5,5.0,3.0,Yes,2.0,Varied sensors,No
Skoda,Rapid,1.6 Mpi Active,881916,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Varied sensors,No
Skoda,Rapid,1.5 Tdi Cr Ambition,1129599,Sedan,1498,4,Injection,55,Diesel,14.5,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.5 Tdi Cr Ambition At,1249599,Sedan,1498,4,Injection,55,Diesel,14.5,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.6 Mpi Style At,1243599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.5 Tdi Cr Style At,1399599,Sedan,1498,4,Injection,55,Diesel,18.0,5.0,3.0,Yes,2.0,No Sensors,No
Skoda,Rapid,1.5 Tdi Cr Style,1273599,Sedan,1498,4,Injection,55,Diesel,18.0,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.6 Mpi Style,1115599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,1.6 Mpi Ambition At,999599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors,No
Skoda,Rapid,Onyx Mt Petrol,975599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Skoda,Rapid,Onyx At Petrol,1099599,Sedan,1598,4,Injection,55,Petrol,12.0,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Skoda,Rapid,Onyx Mt Diesel,1158599,Sedan,1498,4,Injection,55,Diesel,18.0,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Skoda,Rapid,Onyx At Diesel,1273599,Sedan,1498,4,Injection,55,Diesel,18.0,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Fiat,Abarth Punto,1.4 T-Jet,980970,Hatchback,1368,4,Injection,45,Petrol,17.0,5.0,2.0,Yes,2.0,No Sensors,No
Hyundai,Creta,1.4 Crdi E Plus,999990,SUV,1396,4,Injection,55,Diesel,21.38,5.0,3.0,Yes,2.0,Rear sensors,No
Hyundai,Creta,1.6 Vtvt E Plus,999990,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors,No
Hyundai,Creta,1.6 Vtvt Sx,1232534,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Vtvt Sx (O),1394437,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Vtvt Sx At,1377363,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Vtvt Sx Dual Tone,1287041,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.4 Crdi S,1197919,SUV,1396,4,Injection,55,Diesel,21.38,5.0,3.0,Yes,2.0,Rear sensors,No
Hyundai,Creta,1.6 Crdi Sx,1366797,SUV,1582,4,Injection,55,Diesel,17.01,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Crdi Sx (O),1543564,SUV,1582,4,Injection,55,Diesel,17.01,5.0,3.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Crdi Sx At,1527395,SUV,1582,4,Injection,55,Diesel,17.01,5.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Crdi Sx Dual Tone,1421208,SUV,1582,4,Injection,55,Diesel,17.01,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Crdi S At,1336033,SUV,1582,4,Injection,55,Diesel,17.01,5.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Vtvt Sx (O) Executive,1422937,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Creta,1.6 Crdi Sx (O) Executive,1572064,SUV,1582,4,Injection,55,Diesel,17.01,5.0,3.0,Yes,6.0,Rear sensors with camera,Yes
Hyundai,Creta,1.4 Crdi Ex,1107167,SUV,1396,4,Injection,55,Diesel,21.38,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Creta,1.6 Vtvt Ex,1092192,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Hyundai,Creta,Sports Edition Petrol,1279983,SUV,1591,4,Injection,55,Petrol,15.29,5.0,3.0,Yes,2.0,Rear sensors,Yes
Hyundai,Creta,Sports Edition Diesel,1414247,SUV,1582,4,Injection,55,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,Yes
Tata,Harrier,Revotorq Xe,1345363,SUV,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Harrier,Revotorq Xm,1471368,SUV,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Harrier,Revotorq Xt,1591368,Hatchback,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Harrier,Revotorq Xz,1721368,Hatchback,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Harrier,Revotorq Xz Dual Tone,1732231,Hatchback,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Harrier,Revotorq Dark Edition,1730755,Hatchback,1956,3,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Isuzu,Dmax V-Cross,Standard,1654783,Pick-up,2499,4,Injection,45,Diesel,7.3,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Isuzu,Dmax V-Cross,High Z,1806813,Pick-up,2499,4,Injection,45,Diesel,7.3,5.0,3.0,Yes,2.0,Rear sensors with camera,No
Isuzu,Dmax V-Cross,Z Prestige,1999000,Pick-up,1898,4,Injection,45,Diesel,7.3,5.0,3.0,Yes,6.0,Rear sensors with camera,No
Honda,Accord Hybrid,2.0 At,4321237,Sedan,1993,4,Injection,60,Hybrid,21.0,5.0,2.0,Yes,6.0,Front and rear sensors with camera,Yes
Bmw,5-Series,520D Luxury Line,5930000,Sedan,1995,4,Injection,70,Diesel,8.4,5.0,2.0,Yes,8.0,Front and rear sensors with camera,Yes
Bmw,5-Series,530D M Sport,6680000,Sedan,2993,6,Injection,70,Diesel,13.1,5.0,2.0,No,8.0,Front and rear sensors with camera,Yes
Bmw,5-Series,530I M Sport,5980000,Sedan,1998,6,Injection,70,Petrol,15.01,5.0,2.0,Yes,8.0,Front and rear sensors with camera,Yes
Bmw,6-Series,630D Gt Luxury Line,6890000,Sedan,2993,6,Injection,88,Diesel,15.5,4.0,2.0,Yes,6.0,Front and rear sensors with camera,Yes
Bmw,6-Series,630D Gt M Sport,7450000,Sedan,2993,6,Injection,88,Diesel,15.5,4.0,2.0,Yes,6.0,Front and rear sensors with camera,Yes
Bmw,6-Series,630I Gt Luxury Line,6440000,Coupe,4395,8,Injection,70,Petrol,4.45,4.0,2.0,Yes,6.0,Rear sensors,Yes
Bmw,6-Series,620D Gt Luxury Line,6440000,Sedan,1995,4,Injection,66,Diesel,15.5,4.0,2.0,Yes,8.0,Front and rear sensors with camera,Yes
Porsche,Macan,S,8503000,SUV,2995,6,Injection,65,Petrol,15.5,5.0,2.0,Yes,6.0,Front & rear sensors with 360 degree view,Yes
Porsche,Macan,Base,6998000,SUV,1984,6,Injection,65,Petrol,15.5,5.0,2.0,Yes,8.0,Front & rear sensors with 360 degree view,Yes
Jaguar,F-Type,5.0 Coupe R,22155390,Coupe,5000,6,Injection,72,Petrol,7.81,2.0,3.0,No,2.0,Rear sensors,Yes
Jaguar,F-Type,Svr Coupe,26501830,Coupe,5000,8,Injection,70,Petrol,15.5,2.0,3.0,No,6.0,Front and rear sensors with camera,Yes
Jaguar,F-Type,Svr Convertible,28004965,Convertible,5000,8,Injection,70,Petrol,15.5,2.0,3.0,No,6.0,Front and rear sensors with camera,Yes
Jaguar,F-Type,2.0L Coupe,9092578,Coupe,1997,6,Injection,63,Petrol,15.5,2.0,3.0,Yes,2.0,Front and rear sensors with camera,Yes
Jaguar,F-Type,2.0L Convertible,10144987,Convertible,1997,6,Injection,63,Petrol,15.5,2.0,3.0,Yes,2.0,Front and rear sensors with camera,Yes
Jaguar,F-Type,2.0 Convertible R Dynamic,10419200,Convertible,1997,8,Injection,63,Petrol,15.5,2.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Jaguar,F-Type,2.0 Coupe R Dynamic,9366433,Coupe,1997,4,Injection,63,Petrol,15.5,2.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Bmw,M5,Competition,15490000,Sedan,4395,8,Injection,68,Petrol,15.5,4.0,2.0,Yes,9.0,Front & rear sensors with 360 degree view,Yes
Lexus,Lx 570,V8,23290000,SUV,5700,4,Injection,93,Diesel,18.0,7.0,2.0,Yes,10.0,Front & rear sensors with 360 degree view,Yes
Ferrari,458 Spider,V8,43367500,"Coupe, Convertible",3902,8,Injection,86,Petrol,3.2,2.0,2.0,No,2.0,Front and rear sensors with camera,Yes
Maruti Suzuki,Wagon,Vxi,479000,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,Vxi Ags,526000,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Zxi,548000,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,Lxi,434000,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Vxi,513501,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Vxi Ags,560500,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Zxi Ags,594800,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,Lxi (O),441000,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,Vxi (O),486001,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Vxi (O),520500,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,1.2L Vxi Ags (O),567500,Hatchback,1197,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,Vxi Ags (O),533000,Hatchback,998,3,Injection,32,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Maruti Suzuki,Wagon,Lxi Cng,500500,Hatchback,998,3,Injection,32,CNG,15.5,5.0,2.0,Yes,1.0,Rear sensors,No
Maruti Suzuki,Wagon,Lxi (O) Cng,507500,Hatchback,998,3,Injection,32,CNG,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Tiago Nrg,1.2L Revotron,594993,Crossover,1199,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Tata,Tiago Nrg,1.05L Revotorq,689993,Crossover,1047,3,Injection,35,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Tata,Tiago Nrg,1.2L Revotron Amt,639993,Crossover,1199,3,Injection,35,Petrol,15.5,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Mahindra,Nuvosport,N4,797802,SUV,1493,3,Injection,60,Diesel,13.8,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Nuvosport,N6,905642,SUV,1493,3,Injection,60,Diesel,13.8,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Nuvosport,N8,984818,SUV,1493,3,Injection,60,Diesel,13.8,7.0,2.0,Yes,2.0,Rear sensors with camera,No
Mahindra,Nuvosport,N4 +,832415,SUV,1493,3,Injection,45,Diesel,13.8,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Nuvosport,N6 Amt,972359,SUV,1493,3,Injection,60,Diesel,12.8,7.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Nuvosport,N8 Amt,1048603,SUV,1493,3,Injection,60,Diesel,12.8,7.0,2.0,Yes,2.0,Rear sensors with camera,No
Nissan,Kicks,Xl Petrol,955000,SUV,1498,4,Injection,50,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Nissan,Kicks,Xv Petrol,1095000,SUV,1498,4,Injection,50,Petrol,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,No
Nissan,Kicks,Xl Diesel,1109000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Nissan,Kicks,Xv Diesel,1251000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Nissan,Kicks,Xv Premium,1369000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors with camera,Yes
Nissan,Kicks,Xv Premium (O),1465000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Front & rear sensors with 360 degree view,Yes
Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,7.0,Front & rear sensors with 360 degree view,Yes
Nissan,Kicks,Xe Diesel,989000,SUV,1461,4,Injection,50,Diesel,15.5,5.0,2.0,Yes,2.0,Rear sensors,No
Tata,Winger,15S,1205000,MUV,2200,4,Injection,60,Diesel,15.5,16.0,2.0,Yes,2.0,No Sensors,No
Toyota,Camry,Hybrid,3788000,Sedan,2487,4,Injection,50,Hybrid,15.5,5.0,3.0,Yes,9.0,Rear sensors with camera,Yes
Audi,A5,Sportback,6061200,Sedan,1968,4,Injection,45,Diesel,15.5,5.0,2.0,Yes,6.0,Varied sensors,Yes
Land Rover,Discovery,3.0 Hse Diesel,10205494,SUV,2993,6,Injection,85,Diesel,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 Se Diesel,9689321,SUV,2993,6,Injection,85,Diesel,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 Hse Petrol,8433741,SUV,2995,6,Injection,89,Petrol,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 Se Petrol,8077550,SUV,2995,6,Injection,89,Petrol,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 S Diesel,8877094,SUV,2993,6,Injection,85,Diesel,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 S Petrol,7693664,SUV,2995,6,Injection,89,Petrol,15.5,7.0,3.0,Yes,8.0,Front and rear sensors with camera,Yes
Land Rover,Discovery,3.0 Hse Luxury Diesel,10861088,SUV,2993,6,Injection,85,Diesel,15.5,7.0,3.0,Yes,8.0,Front & rear sensors with 360 degree view,Yes
Land Rover,Discovery,3.0 Hse Luxury Petrol,8937846,SUV,2995,6,Injection,89,Petrol,15.5,7.0,3.0,Yes,8.0,Front & rear sensors with 360 degree view,Yes
Lexus,Ls 500H,Luxury,18221000,SUV,3456,6,Injection,82,Hybrid,15.5,5.0,2.0,Yes,14.0,Front & rear sensors with 360 degree view,Yes
Lexus,Ls 500H,Ultra Luxury,18736000,SUV,3456,6,Injection,82,Hybrid,15.5,5.0,2.0,Yes,14.0,Front & rear sensors with 360 degree view,Yes
Lexus,Ls 500H,Distinct,19371000,SUV,3456,6,Injection,82,Hybrid,15.5,5.0,2.0,Yes,14.0,Front & rear sensors with 360 degree view,Yes
Fiat,Punto Evo,Dynamic 1.2,535562,Hatchback,1172,4,Injection,45,Petrol,15.8,5.0,3.0,Yes,2.0,No Sensors,No
Fiat,Punto Evo,Active Multijet 1.3,631292,Hatchback,1172,4,Injection,45,Diesel,21.2,5.0,3.0,Yes,1.0,Rear sensors,No
Fiat,Punto Evo,Dynamic Multijet 1.3,692655,Hatchback,1248,4,Injection,45,Diesel,21.2,5.0,3.0,Yes,2.0,Rear sensors,No
Fiat,Punto Evo,Emotion Multijet 1.3,747774,Hatchback,1248,4,Injection,45,Diesel,21.2,5.0,3.0,Yes,2.0,Rear sensors,No
Toyota,Yaris,J,940000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Rear sensors,No
Toyota,Yaris,G,1055000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Rear sensors,No
Toyota,Yaris,V,1174000,Sedan,1498,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,No
Toyota,Yaris,Vx Cvt,1418000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,Yes
Toyota,Yaris,G Cvt,1175000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Rear sensors,No
Toyota,Yaris,J Cvt,1010000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Rear sensors,No
Toyota,Yaris,V Cvt,1294000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,No
Toyota,Yaris,Vx,1296000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,Yes
Toyota,Yaris,V (O),1197000,Sedan,1498,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,No
Toyota,Yaris,J (O),876000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,3.0,Rear sensors,No
Toyota,Yaris,G (O),974000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,3.0,Rear sensors,No
Toyota,Yaris,J (O) Cvt,935000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,3.0,Rear sensors,No
Toyota,Yaris,G (O) Cvt,1083000,Sedan,1496,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,3.0,Rear sensors,No
Toyota,Yaris,V (O) Cvt,1317000,Sedan,1498,4,Injection,42,Petrol,15.5,5.0,2.0,Yes,7.0,Front and rear sensors with camera,No
Skoda,Octavia,Ambition 1.4 Tsi,1599599,Sedan,1395,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,4.0,Rear sensors,No
Skoda,Octavia,Ambition 2.0 Tdi Cr,1799599,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,4.0,Rear sensors,Yes
Skoda,Octavia,Style 1.4 Tsi,1899599,Sedan,1395,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,Style 1.8 Tsi At,2059599,Sedan,1798,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,Style 2.0 Tdi Cr,2079599,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,Style 2.0 Tdi Cr At,2299599,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,L & K 1.8 Tsi At,2359599,Sedan,1798,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,Yes
Skoda,Octavia,L & K 2.0 Tdi Cr At,2359599,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,Yes
Skoda,Octavia,Corporate Edition 1.4 Tsi,1549000,Sedan,1395,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,Corporate Edition 2.0 Tdi,1699000,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,No
Skoda,Octavia,Onyx 1.8 Tsi Dsg,1999599,Sedan,1798,4,Injection,50,Petrol,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,Yes
Skoda,Octavia,Onyx 2.0 Tdi Dsg,2199599,Sedan,1968,4,Injection,50,Diesel,15.5,5.0,3.0,Yes,6.0,Front and rear sensors with camera,Yes
Mahindra,Verito,1.5 D2,748370,Sedan,1461,4,Injection,50,Diesel,18.0,5.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Verito,1.5 D4 Bs-Iv,772617,Sedan,1461,4,Injection,50,Diesel,18.0,5.0,2.0,Yes,2.0,No Sensors,No
Mahindra,Verito,1.5 D6 Bs-Iv,845154,Sedan,1461,4,Injection,50,Diesel,18.0,5.0,2.0,Yes,2.0,No Sensors,No
Mitsubishi,Pajero Sport,2.5 Mt,2903750,SUV,2477,4,Injection,70,Diesel,6.5,7.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Mitsubishi,Pajero Sport,2.5 At,2835500,SUV,2477,4,Injection,70,Diesel,6.5,7.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Mitsubishi,Pajero Sport,Limited Edition,2953240,SUV,2477,4,Injection,70,Diesel,6.5,7.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Mitsubishi,Pajero Sport,Select Plus Mt,2992800,SUV,2477,4,Injection,70,Diesel,6.5,7.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Mitsubishi,Pajero Sport,Select Plus At,2952500,SUV,2477,4,Injection,70,Diesel,6.5,7.0,3.0,Yes,2.0,Rear sensors with camera,Yes
Bentley,Flying Spur,V8,34167064,Sedan,3993,8,Injection,90,Petrol,2.0,4.0,2.0,Yes,6.0,Front and rear sensors with camera,Yes
Bentley,Flying Spur,W12,39382083,Sedan,5998,12,Injection,90,Petrol,2.0,4.0,2.0,Yes,6.0,Front and rear sensors with camera,Yes
Honda,City,Sv Mt Petrol,991000,Sedan,1497,4,Injection,40,Petrol,14.3,5.0,2.0,Yes,2.0,No Sensors,No
Honda,City,V Mt Petrol,1065900,Sedan,1497,4,Injection,40,Petrol,14.3,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Honda,City,Vx Mt Petrol,1182000,Sedan,1497,4,Injection,40,Petrol,14.3,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Honda,City,Vx Cvt Petrol,1312000,Sedan,1497,4,Injection,40,Petrol,14.3,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Honda,City,Sv Mt Diesel,1111000,Sedan,1498,4,Injection,40,Diesel,22.6,5.0,2.0,Yes,2.0,No Sensors,No
Honda,City,V Mt Diesel,1191000,Sedan,1498,4,Injection,40,Diesel,22.6,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Honda,City,Vx Mt Diesel,1302000,Sedan,1498,4,Injection,40,Diesel,22.6,5.0,2.0,Yes,2.0,Front and rear sensors with camera,Yes
Honda,City,Zx Mt Diesel,1421000,Sedan,1498,4,Injection,40,Diesel,22.6,5.0,2.0,Yes,6.0,Rear sensors with camera,Yes
